listing name,room,confirmation,status,check in,check out,total payout
Discard: 300PT 18C,Discard: 300PT 18C,HM5KZNTKBR,Confirmed,"Apr 14, 2023","Apr 16, 2023",349.20
Sleep5*Walk to Butler University* Renovated btf, Renovated btf,HMDT9QQK4A,Confirmed,"Apr 14, 2023","Apr 16, 2023",349.20
3BR2BA*OceanView *BeachAccess*Grill *King*Room-109,Room-109,HM8BN34PSZ,Confirmed,"Apr 14, 2023","Apr 16, 2023",272.45
Luxury Jacuzzi in-room* WIFI* Fireplace* Deck*Elsa,Elsa,HM4FSA8SSX,Confirmed,"Apr 14, 2023","Apr 16, 2023",357.48
2 King Beds*Sleeps 8*Pool Table*Laundry*Luxury hdh,Luxury hdh,HMMN33QKXD,Confirmed,"Apr 14, 2023","Apr 16, 2023",570.17
Sleeps 5*Luxury*Balcony w/CityView* Renovated 10I, Renovated 10I,HMBNSRM5JF,Confirmed,"Apr 14, 2023","Apr 17, 2023",393.01
KingBed* Sleep 8* 2 Min Walk Emory Shuttle* bvu, bvu,HMYFTJ95AS,Confirmed,"Apr 14, 2023","Apr 17, 2023",542.23
*Luxury *Balconyw/CityView* Renovated* Downtown 8H, Downtown 8H,HMPTTDBB4M,Confirmed,"Apr 14, 2023","Apr 17, 2023",409.13
Jacuzzi in-bedroom* Fireplace *King *WIFI* Anna, Anna,HM3CZ5M5JC,Confirmed,"Apr 15, 2023","Apr 18, 2023",0.00
Discard: 300PT 16I,Discard: 300PT 16I,HM9AKZ3AS8,Confirmed,"Apr 15, 2023","Apr 19, 2023",748.84
Fireplace* King* Laundry* WIFI* Hansel, Hansel,HMETTDQBN8,Confirmed,"Apr 16, 2023","Apr 22, 2023",587.57
Discard: 300PT 2I,Discard: 300PT 2I,HMC8XMNZTS,Confirmed,"Apr 17, 2023","Apr 20, 2023",452.88
Sleeps5*Luxury*HighFloor*Balcony *Renovated 15I,Renovated 15I,HMTFA5E4AJ,Confirmed,"Apr 17, 2023","Apr 20, 2023",403.01
110 Acres! PrivateLake* Scenic* Fireplace*Grill ky,Grill ky,HMSY42WXBF,Confirmed,"Apr 18, 2023","Apr 23, 2023",961.13
Luxury* Balcony w/CityView* NewlyRenovated* 15K, 15K,HMRMFP5YHD,Confirmed,"Apr 19, 2023","Apr 22, 2023",391.08
Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,HMAFA398CK,Confirmed,"Apr 20, 2023","Apr 23, 2023",819.65
Jacuzzi in-bedroom* Fireplace *King *WIFI* Anna, Anna,HMD4S9DSJ5,Confirmed,"Apr 20, 2023","Apr 24, 2023",468.51
Sleep 7| King Bed| Fireplace| TruistPark| lfu,Sleep 7| King Bed| Fireplace| TruistPark| lfu,HMP2ZD3R93,Confirmed,"Apr 20, 2023","Apr 24, 2023",642.80
KingBed* Sleep 9* Renovated* Central Location cht, Central Location cht,HMBZPQCPSR,Confirmed,"Apr 20, 2023","Apr 24, 2023",826.05
Luxury Jacuzzi in-room* WIFI* Fireplace* Deck*Elsa,Elsa,HMB2Q45T95,Confirmed,"Apr 20, 2023","Apr 25, 2023",717.80
Sleep 6*Pet*WIFI Backyard Grill*Sunroom*Baby*Unit3,Unit3,HM9YXDZCB3,Confirmed,"Apr 20, 2023","Apr 27, 2023",754.27
Sleep 7* BBQ* Baby&amp;Pets* 1Gig WIFI* Sunroom Unit-4, Sunroom Unit-4,HMKCPPS5NH,Confirmed,"Apr 20, 2023","May 2, 2023",911.80
2 King Beds*Sleeps 8*Pool Table*Laundry*Luxury hdh,Luxury hdh,HM98CDS4A8,Confirmed,"Apr 21, 2023","Apr 23, 2023",674.15
Sleep 10 Pool Table Spacious 5BR Truist Park bke,Sleep 10 Pool Table Spacious 5BR Truist Park bke,HM4J9BQCPB,Confirmed,"Apr 21, 2023","Apr 23, 2023",742.05
*Luxury *Balconyw/CityView* Renovated* Downtown 8H, Downtown 8H,HMNFTJDCS4,Confirmed,"Apr 21, 2023","Apr 23, 2023",341.44
1Mile to Emory |2Min to Shuttle Stop| bvl,1Mile to Emory |2Min to Shuttle Stop| bvl,HMS5EC5PJA,Confirmed,"Apr 21, 2023","Apr 23, 2023",261.90
3BR2BA*OceanView *BeachAccess*Grill *King*Room-109,Room-109,HMEMXNKZDC,Confirmed,"Apr 21, 2023","Apr 23, 2023",368.60
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HMFJSJMWAC,Confirmed,"Apr 21, 2023","Apr 23, 2023",905.98
KingBed* Sleep 8* 2 Min Walk Emory Shuttle* bvu, bvu,HM2JCT9XXJ,Confirmed,"Apr 21, 2023","Apr 23, 2023",523.80
Sleeps 5*Luxury*Balcony w/CityView* Renovated 10I, Renovated 10I,HM8MZNX25F,Confirmed,"Apr 21, 2023","Apr 26, 2023",657.35
Beach Front*Sleep4*WiFi*Security*Laundry*Room-202,Room-202,HMWKZDSM52,Confirmed,"Apr 22, 2023","Apr 24, 2023",192.06
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HM4MFEJXZX,Confirmed,"Apr 23, 2023","Apr 29, 2023","1,416.20"
Jacuzzi in-bedroom* Fireplace *King *WIFI* Anna, Anna,HMENC3T3AA,Confirmed,"Apr 24, 2023","Apr 28, 2023",499.61
Sleep 5* Luxury* Balcony *NewlyRenovated* 15J, 15J,HM9YJJ95P5,Confirmed,"Apr 24, 2023","Apr 29, 2023",954.48
KingBed|Sleeps 7|Backyard|Laundry|Truist Park lfl,KingBed|Sleeps 7|Backyard|Laundry|Truist Park lfl,HM9C4XZKM5,Confirmed,"Apr 24, 2023","May 22, 2023","1,883.27"
2 King Beds*Sleeps 8*Pool Table*Laundry*Luxury hdh,Luxury hdh,HMD42HSMWA,Confirmed,"Apr 25, 2023","Apr 29, 2023",957.47
Beach Front*Sleep4*Full Kitchen*Laundry*Room-106,Room-106,HMEMP9P39F,Confirmed,"Apr 25, 2023","Apr 30, 2023",493.38
1Mile to Emory |2Min to Shuttle Stop| bvl,1Mile to Emory |2Min to Shuttle Stop| bvl,HMYY25DXDM,Confirmed,"Apr 26, 2023","May 3, 2023",531.72
*King Bed*Pets* 1-Story Home Covered Patio wst, 1-Story Home Covered Patio wst,HMXDTRJS2M,Confirmed,"Apr 27, 2023","Apr 29, 2023",558.72
Discard: 300PT 2I,Discard: 300PT 2I,HMCZERNQN3,Confirmed,"Apr 27, 2023","Apr 30, 2023","1,095.13"
Luxury* Balcony w/CityView* NewlyRenovated* 15K, 15K,HMPWNEB35T,Confirmed,"Apr 27, 2023","Apr 30, 2023",500.17
KingBed* Sleep 8* 2 Min Walk Emory Shuttle* bvu, bvu,HM2W9ZA8TN,Confirmed,"Apr 27, 2023","Apr 30, 2023",631.95
Sleep 5* Renovated* CityView* Spacious*DTWN* 23J, 23J,HMAST5WXJN,Confirmed,"Apr 27, 2023","Apr 30, 2023",798.22
Luxury Jacuzzi in-room* WIFI* Fireplace* Deck*Elsa,Elsa,HMQJQRQZQ2,Confirmed,"Apr 27, 2023","May 1, 2023",491.27
Beach Front* Scooter* Laundry* WIFI Room-225, WIFI Room-225,HMEJJ5SQP5,Confirmed,"Apr 27, 2023","May 1, 2023",0.00
Sleeps8*Luxuryw/CityView*NewlyRenovated*Laundry3E,Laundry3E,HMPZBHD92T,Confirmed,"Apr 28, 2023","Apr 30, 2023",804.13
Discard: 300PT 10I,Discard: 300PT 10I,HM9PNCEXR9,Confirmed,"Apr 28, 2023","Apr 30, 2023",845.84
Discard: 1175 Chatham Ave,Discard: 1175 Chatham Ave,HM448DSK58,Confirmed,"Apr 28, 2023","Apr 30, 2023",378.30
Discard: 300PT 16I,Discard: 300PT 16I,HMDQJFBH29,Confirmed,"Apr 28, 2023","Apr 30, 2023",368.60
Discard: PT300 6N,Discard: PT300 6N,HMJ5H8JPMQ,Confirmed,"Apr 28, 2023","Apr 30, 2023",339.50
Discard: 300 PT 20M,Discard: 300 PT 20M,HM44KPBAEK,Confirmed,"Apr 28, 2023","Apr 30, 2023",339.50
3BR2BA*OceanView *BeachAccess*Grill *King*Room-109,Room-109,HMSPDRFFMP,Confirmed,"Apr 28, 2023","Apr 30, 2023",618.86
Sleeps5*Luxury*HighFloor*Balcony *Renovated 15I,Renovated 15I,HMMNBCTSK8,Confirmed,"Apr 28, 2023","Apr 30, 2023",815.70
*BeachAccess*Scooter*Sleep5*KingBed*Grill*Room-118,Room-118,HMKC5HJWK3,Confirmed,"Apr 28, 2023","Apr 30, 2023",385.09
Luxury*HighRise w/ PrivateBalcony*BestLocation*22A,22A,HM2JT9TFDT,Confirmed,"Apr 28, 2023","Apr 30, 2023",504.40
Beach Front*Sleep4*WiFi*Security*Laundry*Room-202,Room-202,HMHQREWEET,Confirmed,"Apr 28, 2023","Apr 30, 2023",246.38
BeachFront*2 Full*WIFI*Security*Laundry*Room-132,Room-132,HMZSPZ8RMS,Confirmed,"Apr 28, 2023","Apr 30, 2023",268.69
110 Acres! PrivateLake* Scenic* Fireplace*Grill ky,Grill ky,HM42ZHQZ25,Confirmed,"Apr 28, 2023","May 1, 2023",544.67
*King Bed*Pets* 1-Story Home Covered Patio wst, 1-Story Home Covered Patio wst,HMJFZJAPEY,Confirmed,"Apr 29, 2023","Apr 30, 2023",353.08
*Luxury *Balconyw/CityView* Renovated* Downtown 8H, Downtown 8H,HMJT4FARZR,Confirmed,"Apr 29, 2023","May 1, 2023",526.71
Luxury*Balcony w/CityView*NewlyRenovated*DTWN 21M,DTWN 21M,HMC2TE2YFT,Confirmed,"Apr 29, 2023","May 1, 2023",458.81
Sleep 5* Luxury* Balcony *NewlyRenovated* 15J, 15J,HMMHNYJ3HX,Confirmed,"Apr 29, 2023","May 1, 2023",503.67
Jacuzzi*KingBed*BalconyCityView*NewlyRenovated 18C,NewlyRenovated 18C,HM9NHAREY3,Confirmed,"Apr 29, 2023","May 2, 2023",662.51
Luxury*Balcony w/CityView*NewlyRenovated*DTWN 19M,DTWN 19M,HMF8YRCM5Q,Confirmed,"Apr 29, 2023","May 3, 2023",633.45
Sleep5* Walk to Butler University* Renovated btf, Renovated btf,HMA5XZMB5W,Confirmed,"Apr 30, 2023","May 5, 2023",472.15
Luxury Jacuzzi in-room* WIFI* Fireplace* Deck*Elsa,Elsa,HMFEQWXJB2,Confirmed,"May 2, 2023","May 7, 2023",540.17
Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,HMK5EDQ2TS,Confirmed,"May 2, 2023","May 8, 2023","1,227.49"
3BR2BA*OceanView *BeachAccess*Grill *King*Room-109,Room-109,HMNAEKZ9XA,Confirmed,"May 3, 2023","May 8, 2023",497.75
Sleeps 5*Luxury*Balcony w/CityView* Renovated 10I, Renovated 10I,HMJ9WZSNMH,Confirmed,"May 4, 2023","May 7, 2023",463.66
Sleeps5*Luxury*HighFloor*Balcony *Renovated 15I,Renovated 15I,HMHBQAYB9F,Confirmed,"May 4, 2023","May 7, 2023",540.05
BeachFront*2 Full*WIFI*Security*Laundry*Room-106,Room-106,HMMX89E5MC,Confirmed,"May 4, 2023","May 7, 2023",310.11
Luxury* Balcony w/CityView* NewlyRenovated* 6N, 6N,HMXZ9TCH4C,Confirmed,"May 4, 2023","May 8, 2023",466.45
Jacuzzi*KingBed*BalconyCityView*NewlyRenovated 18C,NewlyRenovated 18C,HM34RSHJF3,Confirmed,"May 4, 2023","May 8, 2023",507.50
Luxury*Balcony w/CityView*NewlyRenovated*DTWN 20M,DTWN 20M,HMSM9AH3EF,Confirmed,"May 4, 2023","May 8, 2023",456.75
Discard* Balcony w/CityView* NewlyRenovated* 10H, 10H,HMZTRXB4RM,Confirmed,"May 4, 2023","May 8, 2023",497.80
Luxury*Balcony w/CityView*NewlyRenovated*DTWN 19M,DTWN 19M,HMZKA3A3HB,Confirmed,"May 4, 2023","May 8, 2023",710.20
*Luxury *Balconyw/CityView* Renovated* Downtown 8H, Downtown 8H,HMZ8WW9CQS,Confirmed,"May 4, 2023","May 8, 2023",699.37
Luxury*PrivateBalcony*Renovated*PrimeLocation*2M,2M,HMY245WEDX,Confirmed,"May 4, 2023","May 9, 2023",787.27
*King Bed*Pets* 1-Story Home Covered Patio wst, 1-Story Home Covered Patio wst,HM38CNA839,Confirmed,"May 4, 2023","May 10, 2023","1,401.26"
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HMNECETB8P,Confirmed,"May 5, 2023","May 7, 2023",776.00
Sleep 7* BBQ* Baby&amp;Pets* 1Gig WIFI* Sunroom Unit-4, Sunroom Unit-4,HMMDBNTDB8,Confirmed,"May 5, 2023","May 7, 2023",0.00
Sleep5*Walk to Butler University* Renovated btf, Renovated btf,HMECDYNXWR,Confirmed,"May 5, 2023","May 7, 2023",349.20
Sleep5* Walk to Butler University* Renovated btf, Renovated btf,HMSQAJXDQK,Confirmed,"May 5, 2023","May 7, 2023",349.20
Fireplace* King* Laundry* WIFI* Hansel, Hansel,HMNZYESWQ3,Confirmed,"May 5, 2023","May 7, 2023",321.07
Sleeps8*Luxuryw/CityView*NewlyRenovated*Laundry3E,Laundry3E,HM5FTP84PF,Confirmed,"May 5, 2023","May 8, 2023",517.60
Discard: 300PT 2I,Discard: 300PT 2I,HMQW9YPZMB,Confirmed,"May 5, 2023","May 8, 2023",532.27
Sleep 5*Balcony w/CityView*Newly Renovated* 16I, 16I,HMBBYH5S8D,Confirmed,"May 5, 2023","May 8, 2023",417.70
Luxury* Balcony w/CityView* NewlyRenovated* 15K, 15K,HMD395ZX43,Confirmed,"May 5, 2023","May 10, 2023",775.80
KingBed* Sleep 8* 2 Min Walk Emory Shuttle* bvu, bvu,HMEP3HNW3W,Confirmed,"May 6, 2023","May 9, 2023",541.75
Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,HMTHTEYTDK,Confirmed,"May 8, 2023","May 15, 2023",0.00
Luxury* Balcony w/CityView* NewlyRenovated* 15K, 15K,HMTBABCB8B,Confirmed,"May 10, 2023","May 15, 2023",620.44
Luxury*PrivateBalcony*Renovated*PrimeLocation*2M,2M,HM8HYA8KHA,Confirmed,"May 11, 2023","May 14, 2023",444.31
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HMMNDWN9CQ,Confirmed,"May 11, 2023","May 15, 2023","1,122.29"
Sleep 10 Pool Table Spacious 5BR Truist Park bke,Sleep 10 Pool Table Spacious 5BR Truist Park bke,HM3EXMMWTH,Confirmed,"May 11, 2023","May 16, 2023","1,219.29"
Lit Deck 3BR2BA Artistic Hideaway Marietta Sq bll,Lit Deck 3BR2BA Artistic Hideaway Marietta Sq bll,HMPFH3KZFA,Confirmed,"May 12, 2023","May 14, 2023",459.54
King Bed* SoakTub* Pets&amp;Baby Luxury Backyard spu, Pets&amp;Baby Luxury Backyard spu,HM5M9QJA3Q,Confirmed,"May 12, 2023","May 14, 2023",435.53
Sleep 7* BBQ* Baby&amp;Pets* 1Gig WIFI* Sunroom Unit-4, Sunroom Unit-4,HMXM394XAM,Confirmed,"May 12, 2023","May 15, 2023",407.40
*King Bed*Pets* 1-Story Home Covered Patio wst, 1-Story Home Covered Patio wst,HMFRN8H5B5,Confirmed,"May 12, 2023","May 15, 2023",773.92
Sleep5* Laundry in-unit* renovated* luxury* 2I, 2I,HMJYFP5TTJ,Confirmed,"May 12, 2023","May 15, 2023",471.52
Luxury Jacuzzi in-room* WIFI* Fireplace* Deck*Elsa,Elsa,HMHBPWQJ2D,Confirmed,"May 13, 2023","May 15, 2023",345.32
Luxury* Balcony w/CityView* NewlyRenovated* 10H, 10H,HMFK3QH9A9,Confirmed,"May 13, 2023","May 16, 2023",325.45
Sleep5* Walk to Butler University* Renovated btf, Renovated btf,HMYDQWTCN8,Confirmed,"May 14, 2023","May 18, 2023",400.42
Discard: DSIS119,Discard: DSIS119,HMP9HWJM5H,Confirmed,"May 15, 2023","May 16, 2023",89.24
Beach Front*Sleep4*Full Kitchen*Laundry*Room-106,Room-106,HM5TN4X8SJ,Confirmed,"May 16, 2023","May 22, 2023",918.01
Beach Front*Sleep4*WIFI*Security*Laundry*Room-218,Room-218,HMJ8H4BKZS,Confirmed,"May 16, 2023","May 22, 2023",861.26
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room 108,Room 108,HM4FJYWEPP,Confirmed,"May 17, 2023","May 22, 2023",895.89
Beach Front*Sleep4*WIFI*Security*Laundry*Room-107,Room-107,HMQ9J9SESB,Confirmed,"May 17, 2023","May 22, 2023",895.89
Beach Front*Sleep4*WIFI*Security*Laundry*Room-226,Room-226,HM9NFSXQ99,Confirmed,"May 17, 2023","May 22, 2023",815.57
OceanView* BeachFront* Scooter* Kitchen* Room-217, Room-217,HMMNRM3H4Y,Confirmed,"May 17, 2023","May 22, 2023",959.33
BeachFront* scooter* Kitchen* Laundry Room-108, Laundry Room-108,HMRFNJMRKZ,Confirmed,"May 17, 2023","May 22, 2023",741.42
Sleep 8| King Bed| Baby |Fireplace| Laundry s23,Sleep 8| King Bed| Baby |Fireplace| Laundry s23,HMMQQS5EZS,Confirmed,"May 18, 2023","May 21, 2023",639.39
Beach Front*Sleep4*WiFi*Security*Laundry*Room-202,Room-202,HMNS4JTHSM,Confirmed,"May 18, 2023","May 21, 2023",602.39
Beach Front* Scooter* Laundry* WIFI Room-225, WIFI Room-225,HMKBS8AAYB,Confirmed,"May 18, 2023","May 21, 2023",572.62
Beach Front*Sleep4*WiFi*Security*Laundry*Room-115,Room-115,HMSKCBBY39,Confirmed,"May 18, 2023","May 21, 2023",572.62
3BR2BA*OceanView *BeachAccess*Grill *King*Room-109,Room-109,HMRPEEEW59,Confirmed,"May 18, 2023","May 22, 2023",934.30
Beach Front*Sleep4*Full Kitchen*Laundry*Room-206,Room-206,HMJQ4FRWRK,Confirmed,"May 18, 2023","May 22, 2023",674.07
Beach Front*Sleep4*Full Kitchen*Laundry*Room-126,Room-126,HM4J54DT8C,Confirmed,"May 18, 2023","May 22, 2023",649.09
Sleep 7* BBQ* Baby&amp;Pets* 1Gig WIFI* Sunroom Unit-4, Sunroom Unit-4,HMT5CW2P8F,Confirmed,"May 19, 2023","May 21, 2023",325.92
Beach Front*Sleep4*WIFI*Security*Laundry*Room-105,Room-105,HMXKX4QWDP,Confirmed,"May 19, 2023","May 21, 2023",422.92
Scooter*Beachfront*FullBed*Grill*Room107,Room107,HM2DYBFEXF,Confirmed,"May 19, 2023","May 21, 2023",389.84
Jacuzzi*KingBed*BalconyCityView*NewlyRenovated 18C,NewlyRenovated 18C,HMSMDE9YHD,Confirmed,"May 19, 2023","May 22, 2023",455.95
KingBed* Sleep 8* 2 Min Walk Emory Shuttle* bvu, bvu,HMH9DZABHR,Confirmed,"May 19, 2023","May 22, 2023",631.95
2 King Beds*Sleeps 8*Pool Table*Laundry*Luxury hdh,Luxury hdh,HM4AXBRARY,Confirmed,"May 19, 2023","May 23, 2023","1,046.71"
Ocean View*Beach Front*Sleep2*Laundry*Room-112,Room-112,HMH4A95KQY,Confirmed,"May 19, 2023","May 23, 2023",717.80
Beach Front*Sleep4*WIFI*Security*Laundry*Room-122,Room-122,HMYSC94ZHH,Confirmed,"May 20, 2023","May 21, 2023",261.90
*King Bed*Pets* 1-Story Home Covered Patio wst, 1-Story Home Covered Patio wst,HMZ8Q9MX3R,Confirmed,"May 20, 2023","May 22, 2023",554.84
Beach Front*Sleep4*Full Kitchen*Laundry*Room-208,Room-208,HM3AKA4D34,Confirmed,"May 20, 2023","May 22, 2023",365.69
BeachFront*2 Full*WIFI*Security*Laundry*Room-126,Room-126,HMK9QTNSQC,Confirmed,"May 20, 2023","May 22, 2023",0.00
Beach Front*Sleep4*WIFI*Security*Laundry*Room-224,Room-224,HMBF48Y3HH,Confirmed,"May 20, 2023","May 22, 2023",368.60
Beach Front*Sleep2*WIFI*Security*Laundry*Room-118,Room-118,HM5YXDBQHD,Confirmed,"May 20, 2023","May 22, 2023",368.60
KingBed* Sleep 8* 2 Min Walk Emory Shuttle* bvu, bvu,HMXJTEEDHQ,Confirmed,"May 22, 2023","May 27, 2023",849.72
3BR2BA*OceanView *BeachAccess*Grill *King*Room-109,Room-109,HMYNWJZDYX,Confirmed,"May 22, 2023","May 29, 2023",779.88
Discard: 172 bke,Discard: 172 bke,HM4KNKYFJZ,Confirmed,"May 24, 2023","May 25, 2023",408.37
Discard: 300PT 2I,Discard: 300PT 2I,HMXNNQ4RWE,Confirmed,"May 24, 2023","May 28, 2023",685.05
Sleep 7* BBQ* Baby&amp;Pets* 1Gig WIFI* Sunroom Unit-4, Sunroom Unit-4,HMCBX2TMBF,Confirmed,"May 25, 2023","May 28, 2023",843.90
KingBed* Sleep 9* Renovated* Central Location cht, Central Location cht,HMYTMAKNPX,Confirmed,"May 25, 2023","May 29, 2023",826.05
Lit Deck 3BR2BA Artistic Hideaway Marietta Sq bll,Lit Deck 3BR2BA Artistic Hideaway Marietta Sq bll,HMDMQKN9CN,Confirmed,"May 25, 2023","May 30, 2023",979.70
Sleep 10 Pool Table Spacious 5BR Truist Park bke,Sleep 10 Pool Table Spacious 5BR Truist Park bke,HM8ETT9MBW,Confirmed,"May 26, 2023","May 28, 2023",742.05
Sleep 5| Pet| Parking| Laundry| Monthly Stay ctd,Sleep 5| Pet| Parking| Laundry| Monthly Stay ctd,HMZ9T5QHH4,Confirmed,"May 26, 2023","May 29, 2023",465.97
Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,HMWE43K9EC,Confirmed,"May 26, 2023","May 29, 2023",843.90
Sleep 5| Pet&amp;Baby| Office with Door| Laundry ctb,Sleep 5| Pet&amp;Baby| Office with Door| Laundry ctb,HMXRDPX45A,Confirmed,"May 26, 2023","May 29, 2023",569.92
2 King Beds*Sleeps 8*Pool Table*Laundry*Luxury hdh,Luxury hdh,HMBYME59S9,Confirmed,"May 26, 2023","May 29, 2023",894.92
Luxury* Balcony w/CityView* NewlyRenovated* 10H, 10H,HM8YYA9H2A,Confirmed,"May 26, 2023","May 29, 2023",412.06
King Bed* Contemporary *Den *Private Entry spl,Private Entry spl,HMQ25Z5M9W,Confirmed,"May 27, 2023","May 29, 2023",838.08
Sleep 8| King Bed| Baby |Fireplace| Laundry s23,Sleep 8| King Bed| Baby |Fireplace| Laundry s23,HM8PPBWHZ4,Confirmed,"May 29, 2023","Jun 5, 2023","1,050.55"
3BR2BA*OceanView *BeachAccess*Grill *King*Room-109,Room-109,HM5RY29H58,Confirmed,"May 31, 2023","Jun 3, 2023",369.43
2 King Beds*Sleeps 8*Pool Table*Laundry*Luxury hdh,Luxury hdh,HMFN3FCMJY,Confirmed,"Jun 1, 2023","Jun 3, 2023",595.58
110 Acres! PrivateLake* Scenic* Fireplace*Grill ky,Grill ky,HMD85ERHSC,Confirmed,"Jun 1, 2023","Jun 5, 2023",652.62
Sleep 7| King Bed| Fireplace| TruistPark| lfu,Sleep 7| King Bed| Fireplace| TruistPark| lfu,HMMTT8235Z,Confirmed,"Jun 2, 2023","Jun 5, 2023",581.66
3BR2BA*OceanView *BeachAccess*Grill *King*Room-109,Room-109,HMJQZZJ8TT,Confirmed,"Jun 5, 2023","Jun 9, 2023",464.67
Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,HMRXNKW8QZ,Confirmed,"Jun 6, 2023","Jun 10, 2023",800.54
2 King Beds*Sleeps 8*Pool Table*Laundry*Luxury hdh,Luxury hdh,HMSTEF3JAH,Confirmed,"Jun 7, 2023","Jun 11, 2023",997.63
Sleep5*Walk to Butler University* Renovated btf, Renovated btf,HMHRNZZZSQ,Confirmed,"Jun 7, 2023","Jun 12, 2023",586.02
Discard: 172 bke,Discard: 172 bke,HMFHDFYCD9,Confirmed,"Jun 8, 2023","Jun 12, 2023","1,229.73"
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HM4BAAFWQK,Confirmed,"Jun 8, 2023","Jun 12, 2023","1,122.10"
Luxury* Balcony w/CityView* NewlyRenovated* 10H, 10H,HMYTZAMBMC,Confirmed,"Jun 8, 2023","Jun 12, 2023",416.13
3BR2BA*OceanView *BeachAccess*Grill *King*Room-109,Room-109,HM854ZHBE2,Confirmed,"Jun 15, 2023","Jun 18, 2023",894.46
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HMKRFP2HM3,Confirmed,"Jun 15, 2023","Jun 19, 2023","1,266.82"
2 King Beds*Sleeps 8*Pool Table*Laundry*Luxury hdh,Luxury hdh,HMC344YFEZ,Confirmed,"Jun 20, 2023","Jun 28, 2023","1,810.33"
Sleep 10 Pool Table Spacious 5BR Truist Park bke,Sleep 10 Pool Table Spacious 5BR Truist Park bke,HMAYNJZTC9,Confirmed,"Jun 21, 2023","Jun 26, 2023","1,210.46"
2 King Beds*Sleeps 8*Pool Table*Laundry*Luxury hdh,Luxury hdh,HMTWPE5NPF,Confirmed,"Jun 30, 2023","Jul 2, 2023",601.40
Sleep 7| King Bed| Fireplace| TruistPark| lfu,Sleep 7| King Bed| Fireplace| TruistPark| lfu,HMCFZJ93MS,Confirmed,"Jul 14, 2023","Jul 16, 2023",0.00
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HMESXN5P9F,Confirmed,"Jul 19, 2023","Jul 24, 2023","1,306.20"
8 Cabins! Entire Campground w/ Event Lawn* Sleep30, Sleep30,HMBBKSSZBJ,Confirmed,"Jul 22, 2023","Jul 28, 2023","6,408.79"
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HMS3ZNTSSC,Confirmed,"Jul 29, 2023","Aug 7, 2023","2,088.99"
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HMFKQMKPB3,Confirmed,"Nov 3, 2023","Nov 5, 2023",776.00
Luxury Jacuzzi in-room* WIFI* Fireplace* Deck*Elsa,Elsa,HMDZ9C3E29,Confirmed,"Nov 9, 2023","Nov 12, 2023",524.96
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HM84RJH2HT,Confirmed,"Dec 1, 2023","Dec 3, 2023",776.00
2 King Beds*Sleeps 8*Pool Table*Laundry*Luxury hdh,Luxury hdh,HMDDZBSRR5,Confirmed,"Dec 22, 2023","Dec 29, 2023","1,863.25"
8 Cabins! Entire Campground w/ Event Lawn* Sleep30, Sleep30,HMMKA3ZEMN,Confirmed,"Mar 14, 2024","Mar 17, 2024","4,384.40"
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HMMSKKKQZW,Confirmed,"Apr 6, 2024","Apr 8, 2024",698.40
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HM548FWM2W,Confirmed,"May 2, 2024","May 6, 2024","1,122.10"
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HMYEDSWXW8,Confirmed,"Jun 15, 2024","Jun 23, 2024","1,901.20"
