listing name,room,confirmation,status,check in,check out,total payout
Discard: Elsa,Discard: Elsa,HM8MESQ82K,Past guest,"Feb 21, 2022","Feb 24, 2022",422.92
Discard: Gretel,Discard: Gretel,HMR93TAJJ9,Past guest,"Feb 18, 2022","Feb 20, 2022",270.63
Discard: Franz,Discard: Franz,HMXH5RPKHP,Past guest,"Feb 18, 2022","Feb 20, 2022",303.96
Discard: Elsa,Discard: Elsa,HMQ29JCN4J,Past guest,"Feb 18, 2022","Feb 20, 2022",431.64
Discard: Franz,Discard: Franz,HMCJXXBPQD,Past guest,"Feb 12, 2022","Feb 16, 2022",385.56
Discard: Elsa,Discard: Elsa,HM9FQDEYKA,Past guest,"Feb 13, 2022","Feb 15, 2022",288.85
Discard: Gretel,Discard: Gretel,HMTRXM52RA,Past guest,"Feb 12, 2022","Feb 14, 2022",253.17
Discard: Hansel,Discard: Hansel,HMPQQFC39N,Past guest,"Feb 11, 2022","Feb 13, 2022",286.67
Discard: Elsa,Discard: Elsa,HMBF2MBH2H,Past guest,"Feb 11, 2022","Feb 13, 2022",345.53
Discard: Anna,Discard: Anna,HM2ZA9BE3F,Past guest,"Feb 11, 2022","Feb 13, 2022",315.01
Discard: Gretel,Discard: Gretel,HMZRRBSQKP,Past guest,"Feb 10, 2022","Feb 12, 2022",232.80
Discard: Gretel,Discard: Gretel,HMCBT838ZZ,Past guest,"Feb 3, 2022","Feb 6, 2022",308.46
Discard: Elsa,Discard: Elsa,HM2CD4YHSE,Past guest,"Feb 4, 2022","Feb 6, 2022",324.82
Discard: Anna,Discard: Anna,HMXDX4SYCX,Past guest,"Feb 4, 2022","Feb 6, 2022",299.75
Discard: Franz,Discard: Franz,HMXE3JTWT3,Past guest,"Jan 29, 2022","Jan 31, 2022",229.50
Discard: Elsa,Discard: Elsa,HMZYBQP38T,Past guest,"Jan 28, 2022","Jan 31, 2022",420.74
Discard: Heidi,Discard: Heidi,HM3SB92CQ3,Past guest,"Jan 21, 2022","Jan 24, 2022",327.00
Discard: Franz,Discard: Franz,HMC3APSTAX,Past guest,"Jan 21, 2022","Jan 23, 2022",238.68
Discard: Anna,Discard: Anna,HMSY3ZJ4WZ,Past guest,"Jan 21, 2022","Jan 23, 2022",284.49
Discard: Elsa,Discard: Elsa,HM4HAEJKF8,Past guest,"Jan 21, 2022","Jan 23, 2022",430.55
Discard: Anna,Discard: Anna,HMT5E9JYKF,Past guest,"Jan 16, 2022","Jan 19, 2022",350.98
Discard: Hansel,Discard: Hansel,HMXQTX4JZ4,Past guest,"Jan 14, 2022","Jan 17, 2022",356.43
Discard: Gretel,Discard: Gretel,HMS3DBH9KZ,Past guest,"Jan 15, 2022","Jan 17, 2022",244.44
Discard: Franz,Discard: Franz,HM5PKDW2F9,Past guest,"Jan 14, 2022","Jan 17, 2022",336.60
Discard: Elsa,Discard: Elsa,HM4XBRYH8J,Past guest,"Jan 15, 2022","Jan 17, 2022",430.55
Discard: Anna,Discard: Anna,HM8BF8BYAM,Past guest,"Jan 14, 2022","Jan 16, 2022",279.04
Discard: Anna,Discard: Anna,HMC5A8KQHR,Past guest,"Jan 7, 2022","Jan 11, 2022",475.24
Discard: Hansel,Discard: Hansel,HMCZFXAKB9,Past guest,"Jan 3, 2022","Jan 5, 2022",247.43
Discard: Gretel,Discard: Gretel,HMSESYW8B4,Past guest,"Dec 31, 2021","Jan 2, 2022",351.14
Discard: Hansel,Discard: Hansel,HMQNWT3TR3,Past guest,"Dec 30, 2021","Jan 1, 2022",416.38
Discard: Heidi,Discard: Heidi,HM35BMDCEK,Past guest,"Dec 26, 2021","Dec 30, 2021",788.07
Discard: Anna,Discard: Anna,HM84DMJW5K,Past guest,"Dec 27, 2021","Dec 29, 2021",299.75
Discard: Hansel,Discard: Hansel,HM3AYPWXYP,Past guest,"Dec 26, 2021","Dec 29, 2021",515.57
Discard: Elsa,Discard: Elsa,HMN3FMZ83F,Past guest,"Dec 27, 2021","Dec 29, 2021",563.53
Discard: Elsa,Discard: Elsa,HMTZXSYTKZ,Past guest,"Dec 24, 2021","Dec 27, 2021",574.43
Discard: Anna,Discard: Anna,HM9FKN54EB,Past guest,"Dec 24, 2021","Dec 27, 2021",546.09
Discard: Heidi,Discard: Heidi,HMW33CJNDA,Past guest,"Dec 23, 2021","Dec 26, 2021",493.77
Discard: Hansel,Discard: Hansel,HMCWDBPNCN,Past guest,"Dec 23, 2021","Dec 26, 2021",398.94
Discard: Franz,Discard: Franz,HMD4DP9R5E,Past guest,"Dec 22, 2021","Dec 26, 2021","1,169.94"
Discard: Elsa,Discard: Elsa,HMRZA248S3,Past guest,"Dec 20, 2021","Dec 22, 2021",510.12
Discard: Hansel,Discard: Hansel,HMHD9SQB3S,Past guest,"Dec 17, 2021","Dec 19, 2021",263.78
Discard: Anna,Discard: Anna,HMCPFRXXHM,Past guest,"Dec 16, 2021","Dec 19, 2021",454.53
Discard: Elsa,Discard: Elsa,HMDSHXZEY5,Past guest,"Dec 17, 2021","Dec 19, 2021",424.01
Discard: Heidi,Discard: Heidi,HMDBTJM43P,Past guest,"Dec 16, 2021","Dec 18, 2021",316.10
Discard: Anna,Discard: Anna,HM2S4DJTSY,Past guest,"Dec 9, 2021","Dec 16, 2021",916.04
Discard: Franz,Discard: Franz,HMCFYH9X4J,Past guest,"Dec 11, 2021","Dec 14, 2021",410.04
Discard: Hansel,Discard: Hansel,HMHXRMASNR,Past guest,"Dec 10, 2021","Dec 12, 2021",300.84
Discard: Gretel,Discard: Gretel,HMT52EYNZF,Past guest,"Dec 10, 2021","Dec 12, 2021",303.61
Discard: Elsa,Discard: Elsa,HMZSDQAYNH,Past guest,"Dec 10, 2021","Dec 12, 2021",417.47
Discard: Franz,Discard: Franz,HMK54BRWFD,Past guest,"Dec 8, 2021","Dec 11, 2021",380.46
Discard: Anna,Discard: Anna,HM3PPFBYYA,Past guest,"Dec 3, 2021","Dec 5, 2021",331.36
Discard: Elsa,Discard: Elsa,HMQB2RX29Q,Past guest,"Nov 29, 2021","Dec 2, 2021",429.46
Discard: Gretel,Discard: Gretel,HMYSJ8AHZ5,Past guest,"Nov 26, 2021","Nov 28, 2021",559.69
Discard: Elsa,Discard: Elsa,HM9JHQWSES,Past guest,"Nov 24, 2021","Nov 28, 2021","1,220.80"
Discard: Heidi,Discard: Heidi,HM5SFA8P4Z,Past guest,"Nov 25, 2021","Nov 28, 2021","1,035.50"
Discard: Gretel,Discard: Gretel,HMK4TSTH4R,Past guest,"Nov 20, 2021","Nov 26, 2021","1,081.55"
Discard: Heidi,Discard: Heidi,HMHJR52JQC,Trip change requested,"Nov 22, 2021","Nov 24, 2021",307.38
Discard: Elsa,Discard: Elsa,HMSCEYBNJ3,Past guest,"Nov 22, 2021","Nov 24, 2021",419.65
Discard: Hansel,Discard: Hansel,HMP8CR2ZJ3,Past guest,"Nov 19, 2021","Nov 21, 2021",449.08
Discard: Elsa,Discard: Elsa,HMJAJZRBZM,Past guest,"Nov 19, 2021","Nov 21, 2021",503.58
Discard: Anna,Discard: Anna,HMCA3DSFXF,Past guest,"Nov 16, 2021","Nov 20, 2021",497.04
Discard: Hansel,Discard: Hansel,HMB9MF4EWE,Past guest,"Nov 11, 2021","Nov 15, 2021",856.74
Discard: Heidi,Discard: Heidi,HMS5C4HYP5,Past guest,"Nov 11, 2021","Nov 14, 2021",671.44
Discard: Hansel,Discard: Hansel,HM2SE83FN4,Past guest,"Nov 6, 2021","Nov 8, 2021",344.44
Discard: Elsa,Discard: Elsa,HMFS9YHKWS,Past guest,"Nov 3, 2021","Nov 5, 2021",382.59
Discard: Hansel,Discard: Hansel,HMEZCQPSJH,Past guest,"Oct 29, 2021","Oct 31, 2021",499.22
Discard: Gretel,Discard: Gretel,HM5MXSEMBC,Past guest,"Oct 25, 2021","Oct 29, 2021",507.31
Discard: Franz,Discard: Franz,HM5Z285DEP,Past guest,"Oct 20, 2021","Oct 26, 2021","1,307.64"
Discard: Gretel,Discard: Gretel,HMTCAEPFQA,Past guest,"Oct 23, 2021","Oct 25, 2021",413.22
Discard: Hansel,Discard: Hansel,HMTHXPW5K5,Past guest,"Oct 21, 2021","Oct 24, 2021",752.10
Discard: Heidi,Discard: Heidi,HMBC49NTZA,Past guest,"Oct 22, 2021","Oct 24, 2021",565.71
Discard: Anna,Discard: Anna,HME2RBB2WN,Past guest,"Oct 22, 2021","Oct 24, 2021",565.71
Discard: Gretel,Discard: Gretel,HM4JYH53DS,Past guest,"Oct 19, 2021","Oct 22, 2021",416.13
Discard: Anna,Discard: Anna,HMKJSCNBQS,Past guest,"Oct 19, 2021","Oct 22, 2021",490.50
Discard: Elsa,Discard: Elsa,HMNYJRHSKN,Past guest,"Oct 18, 2021","Oct 22, 2021",671.44
Discard: Anna,Discard: Anna,HMWFW85J33,Past guest,"Oct 15, 2021","Oct 17, 2021",529.74
Discard: Hansel,Discard: Hansel,HMTWDTPANM,Past guest,"Oct 15, 2021","Oct 17, 2021",572.25
Discard: Elsa,Discard: Elsa,HMJ5WPNFC4,Past guest,"Oct 14, 2021","Oct 17, 2021",528.65
Discard: Hansel,Discard: Hansel,HMQBDQ9NMA,Past guest,"Oct 8, 2021","Oct 10, 2021",658.36
Discard: Franz,Discard: Franz,HMPF4W252D,Past guest,"Oct 8, 2021","Oct 10, 2021",726.24
Discard: Elsa,Discard: Elsa,HMRFZPW83Z,Past guest,"Oct 7, 2021","Oct 9, 2021",529.74
Discard: Elsa,Discard: Elsa,HMJKS9WF9W,Past guest,"Oct 5, 2021","Oct 7, 2021",299.75
Discard: Elsa,Discard: Elsa,HMZH8ARFF2,Past guest,"Oct 2, 2021","Oct 4, 2021",515.57
Discard: Hansel,Discard: Hansel,HM42CX5A8Y,Past guest,"Oct 1, 2021","Oct 3, 2021",437.09
Discard: Anna,Discard: Anna,HM3X28C9S8,Past guest,"Sep 23, 2021","Sep 26, 2021",620.21
Discard: Heidi,Discard: Heidi,HMEXCYDNDP,Past guest,"Sep 19, 2021","Sep 22, 2021",417.47
Discard: Elsa,Discard: Elsa,HMFBJM2YK4,Past guest,"Sep 9, 2021","Sep 12, 2021",553.72
Discard: Anna,Discard: Anna,HM8AQMXP4H,Past guest,"Sep 4, 2021","Sep 6, 2021",483.96
Discard: Elsa,Discard: Elsa,HMB8ZFXDT8,Past guest,"Sep 3, 2021","Sep 6, 2021",528.65
Discard: Elsa,Discard: Elsa,HM2PD8QFCZ,Past guest,"Aug 29, 2021","Aug 31, 2021",284.49
Discard: Hansel,Discard: Hansel,HMWMJHMRDY,Past guest,"Aug 27, 2021","Aug 29, 2021",336.81
Discard: Heidi,Discard: Heidi,HMYBJR53FB,Past guest,"Aug 26, 2021","Aug 29, 2021",434.91
Discard: Franz,Discard: Franz,HMYKWBFE84,Past guest,"Aug 27, 2021","Aug 29, 2021",343.74
Discard: Elsa,Discard: Elsa,HMJKJWT9FX,Past guest,"Aug 26, 2021","Aug 29, 2021",459.98
Discard: Hansel,Discard: Hansel,HMWDJK5WC5,Past guest,"Aug 19, 2021","Aug 24, 2021",674.71
Discard: Elsa,Discard: Elsa,HMTQQCSAPX,Past guest,"Aug 22, 2021","Aug 24, 2021",359.70
Discard: Elsa,Discard: Elsa,HM39TAXTMM,Past guest,"Aug 20, 2021","Aug 22, 2021",322.64
Discard: Heidi,Discard: Heidi,HMAARBJ9CY,Past guest,"Aug 11, 2021","Aug 16, 2021",903.61
Discard: Franz,Discard: Franz,HMJQ598HKA,Past guest,"Aug 13, 2021","Aug 15, 2021",348.84
Discard: Hansel,Discard: Hansel,HM9NEKF48E,Past guest,"Aug 13, 2021","Aug 15, 2021",367.33
Discard: Elsa,Discard: Elsa,HM35ENF3SS,Past guest,"Aug 7, 2021","Aug 11, 2021",609.31
Discard: Heidi,Discard: Heidi,HMCQDJFQQ8,Past guest,"Aug 9, 2021","Aug 11, 2021",341.17
Discard: Franz,Discard: Franz,HMCNETKQ93,Past guest,"Aug 5, 2021","Aug 7, 2021",373.32
Discard: Elsa,Discard: Elsa,HMF58W55DC,Past guest,"Aug 5, 2021","Aug 7, 2021",359.70
Discard: Anna,Discard: Anna,HM3JPNY3FF,Past guest,"Aug 4, 2021","Aug 6, 2021",327.00
Discard: Heidi,Discard: Heidi,HM2HHNYXZX,Past guest,"Jul 31, 2021","Aug 2, 2021",494.86
Discard: Anna,Discard: Anna,HMEA9QHB8W,Past guest,"Jul 30, 2021","Aug 1, 2021",491.59
Discard: Elsa,Discard: Elsa,HMRC2Q254Y,Past guest,"Jul 30, 2021","Aug 1, 2021",359.70
Discard: Heidi,Discard: Heidi,HMF42EZZYA,Past guest,"Jul 24, 2021","Jul 26, 2021",409.84
Discard: Elsa,Discard: Elsa,HMX89FBQJ3,Past guest,"Jul 23, 2021","Jul 26, 2021",512.30
Discard: Franz,Discard: Franz,HMYY9T9CT8,Past guest,"Jul 23, 2021","Jul 25, 2021",365.16
Discard: Hansel,Discard: Hansel,HMYPXQ89T5,Past guest,"Jul 23, 2021","Jul 25, 2021",359.70
Discard: Anna,Discard: Anna,HMNR8NTXKJ,Past guest,"Jul 23, 2021","Jul 25, 2021",359.70
Discard: Heidi,Discard: Heidi,HMKDCCTCY2,Past guest,"Jul 22, 2021","Jul 24, 2021",359.70
Discard: Elsa,Discard: Elsa,HM98CFCQZY,Past guest,"Jul 18, 2021","Jul 20, 2021",359.70
Discard: Anna,Discard: Anna,HM4KPE232N,Past guest,"Jul 16, 2021","Jul 18, 2021",359.70
Discard: Heidi,Discard: Heidi,HMKYZKP3XP,Past guest,"Jul 16, 2021","Jul 18, 2021",359.70
Discard: Elsa,Discard: Elsa,HMX5PRZZAZ,Past guest,"Jul 15, 2021","Jul 18, 2021",512.30
Discard: Franz,Discard: Franz,HMZ8HK4NKF,Past guest,"Jul 9, 2021","Jul 12, 2021",522.24
Discard: Heidi,Discard: Heidi,HM5FYCF44E,Past guest,"Jul 9, 2021","Jul 11, 2021",359.70
Discard: Anna,Discard: Anna,HMNQZCRAZW,Past guest,"Jul 9, 2021","Jul 11, 2021",359.70
Discard: Elsa,Discard: Elsa,HMW9QNEPSN,Past guest,"Jul 9, 2021","Jul 11, 2021",359.70
Discard: Elsa,Discard: Elsa,HMY52AH54J,Past guest,"Jul 7, 2021","Jul 9, 2021",359.70
Discard: Elsa,Discard: Elsa,HMZXZ8WMM8,Past guest,"Jul 3, 2021","Jul 6, 2021",528.65
Discard: Anna,Discard: Anna,HMH34MK4M3,Past guest,"Jul 2, 2021","Jul 5, 2021",528.65
Discard: Elsa,Discard: Elsa,HM9P45YZND,Past guest,"Jun 29, 2021","Jul 3, 2021",675.80
Discard: Elsa,Discard: Elsa,HMJDB9ZJDE,Past guest,"Jun 27, 2021","Jun 29, 2021",359.70
Discard: Heidi,Discard: Heidi,HMWE34AD45,Past guest,"Jun 25, 2021","Jun 27, 2021",359.70
Discard: Anna,Discard: Anna,HMR44TDTWR,Past guest,"Jun 25, 2021","Jun 27, 2021",359.70
Discard: Franz,Discard: Franz,HMBYWRQESM,Past guest,"Jun 25, 2021","Jun 27, 2021",365.16
Discard: Elsa,Discard: Elsa,HMRSPECBB5,Past guest,"Jun 25, 2021","Jun 27, 2021",359.70
Discard: Anna,Discard: Anna,HME4QTHC5H,Past guest,"Jun 17, 2021","Jun 21, 2021",664.90
Discard: Franz,Discard: Franz,HMQMN42FAD,Past guest,"Jun 18, 2021","Jun 21, 2021",522.24
Discard: Hansel,Discard: Hansel,HM2NRTZYES,Past guest,"Jun 18, 2021","Jun 20, 2021",359.70
Discard: Heidi,Discard: Heidi,HMEWZMP2WN,Past guest,"Jun 18, 2021","Jun 20, 2021",359.70
Discard: Elsa,Discard: Elsa,HM399KWH4B,Past guest,"Jun 18, 2021","Jun 20, 2021",359.70
Discard: Elsa,Discard: Elsa,HM8J9Y5FDW,Past guest,"Jun 14, 2021","Jun 18, 2021",664.90
Discard: Hansel,Discard: Hansel,HMNPP3HSJK,Past guest,"Jun 11, 2021","Jun 13, 2021",359.70
Discard: Anna,Discard: Anna,HMBF55QJWM,Past guest,"Jun 11, 2021","Jun 13, 2021",359.70
Discard: Elsa,Discard: Elsa,HMFBFS58F3,Past guest,"Jun 4, 2021","Jun 6, 2021",359.70
Discard: Hansel,Discard: Hansel,HM8XN4MBEJ,Past guest,"May 28, 2021","May 31, 2021",528.65
Discard: Franz,Discard: Franz,HMK388B3EQ,Past guest,"May 28, 2021","May 31, 2021",537.54
Discard: Heidi,Discard: Heidi,HMR2MRA8X8,Past guest,"May 28, 2021","May 31, 2021",512.30
Discard: Elsa,Discard: Elsa,HM24JXZ3FE,Past guest,"May 28, 2021","May 30, 2021",359.70
Discard: Elsa,Discard: Elsa,HMBPC2QHDF,Past guest,"May 20, 2021","May 23, 2021",523.20
Discard: Elsa,Discard: Elsa,HMEWKY4WNR,Past guest,"May 14, 2021","May 16, 2021",359.70
Discard: Franz,Discard: Franz,HMBJEWPQST,Past guest,"May 7, 2021","May 9, 2021",365.16
Discard: Elsa,Discard: Elsa,HMWSEP8RCC,Past guest,"May 7, 2021","May 9, 2021",359.70
Discard: Elsa,Discard: Elsa,HMM9RQTYHC,Past guest,"Apr 30, 2021","May 3, 2021",512.30
Discard: Hansel,Discard: Hansel,HM4CP43JQE,Past guest,"Apr 23, 2021","Apr 25, 2021",359.70
Discard: Elsa,Discard: Elsa,HMFFWYTTQP,Past guest,"Apr 23, 2021","Apr 25, 2021",359.70
Discard: Heidi,Discard: Heidi,HM9EBRMSXC,Past guest,"Apr 16, 2021","Apr 18, 2021",359.70
Discard: Anna,Discard: Anna,HMX49EEAK5,Past guest,"Apr 16, 2021","Apr 18, 2021",359.70
Discard: Elsa,Discard: Elsa,HMFDB4JXXP,Past guest,"Apr 16, 2021","Apr 18, 2021",359.70
Discard: Elsa,Discard: Elsa,HMA8BMJP2K,Past guest,"Apr 9, 2021","Apr 11, 2021",359.70
Discard: Franz,Discard: Franz,HM4DDNE9WM,Past guest,"Apr 8, 2021","Apr 11, 2021",522.24
Discard: Anna,Discard: Anna,HMAXN23P5Z,Past guest,"Apr 9, 2021","Apr 11, 2021",359.70
Discard: Elsa,Discard: Elsa,HM8Z458MD5,Past guest,"Apr 7, 2021","Apr 9, 2021",359.70
Discard: Elsa,Discard: Elsa,HM9TES5EFT,Past guest,"Apr 1, 2021","Apr 5, 2021",664.90
Discard: Hansel,Discard: Hansel,HMNT9HSBME,Past guest,"Apr 2, 2021","Apr 4, 2021",359.70
Discard: Franz,Discard: Franz,HMAZSFZE4H,Past guest,"Apr 2, 2021","Apr 4, 2021",365.16
Discard: Anna,Discard: Anna,HMXBKRCZ8N,Past guest,"Apr 2, 2021","Apr 4, 2021",359.70
Discard: Hansel,Discard: Hansel,HMZK2KSSRH,Past guest,"Mar 26, 2021","Mar 29, 2021",512.30
Discard: Elsa,Discard: Elsa,HMTNAPHHTB,Past guest,"Mar 27, 2021","Mar 29, 2021",359.70
Discard: Heidi,Discard: Heidi,HMYSQRKCJJ,Past guest,"Mar 26, 2021","Mar 28, 2021",359.70
Discard: Anna,Discard: Anna,HMAEEFX2JT,Past guest,"Mar 26, 2021","Mar 28, 2021",359.70
Discard: Elsa,Discard: Elsa,HMTCMP325D,Past guest,"Mar 25, 2021","Mar 27, 2021",359.70
Discard: Heidi,Discard: Heidi,HMBPNMR2HM,Past guest,"Mar 19, 2021","Mar 21, 2021",359.70
Discard: Anna,Discard: Anna,HMT2RCJX3X,Past guest,"Mar 19, 2021","Mar 21, 2021",359.70
Discard: Hansel,Discard: Hansel,HMRNTQMSTZ,Past guest,"Mar 19, 2021","Mar 21, 2021",359.70
Discard: Elsa,Discard: Elsa,HMYFY8Z99P,Past guest,"Mar 15, 2021","Mar 17, 2021",359.70
Discard: Heidi,Discard: Heidi,HMPBH4RPFR,Past guest,"Mar 13, 2021","Mar 15, 2021",359.70
Discard: Hansel,Discard: Hansel,HMHANBSRKN,Past guest,"Mar 12, 2021","Mar 14, 2021",359.70
Discard: Anna,Discard: Anna,HMZAAK2K2J,Past guest,"Mar 12, 2021","Mar 14, 2021",359.70
Discard: Elsa,Discard: Elsa,HMTRBHMPAW,Past guest,"Mar 12, 2021","Mar 14, 2021",359.70
Discard: Heidi,Discard: Heidi,HMD8PJKA45,Past guest,"Mar 5, 2021","Mar 7, 2021",359.70
Discard: Anna,Discard: Anna,HMY2M5B8FC,Past guest,"Mar 4, 2021","Mar 7, 2021",512.30
Discard: Elsa,Discard: Elsa,HM5ZKRCQM4,Past guest,"Mar 5, 2021","Mar 7, 2021",359.70
Discard: Anna,Discard: Anna,HM4Z3CB3B5,Past guest,"Feb 26, 2021","Feb 28, 2021",359.70
Discard: Elsa,Discard: Elsa,HMY9Y33P9B,Trip change requested,"Feb 26, 2021","Feb 28, 2021",359.70
Discard: Elsa,Discard: Elsa,HMH4N85J3M,Past guest,"Feb 20, 2021","Feb 22, 2021",359.70
Discard: Anna,Discard: Anna,HMZCE9BCPZ,Past guest,"Feb 19, 2021","Feb 22, 2021",512.30
Discard: Heidi,Discard: Heidi,HMR4NESMWF,Past guest,"Feb 19, 2021","Feb 21, 2021",359.70
Discard: Hansel,Discard: Hansel,HMETRJXQ88,Past guest,"Feb 18, 2021","Feb 21, 2021",512.30
Discard: Elsa,Discard: Elsa,HMF5N8RABS,Past guest,"Feb 18, 2021","Feb 20, 2021",359.70
Discard: Elsa,Discard: Elsa,HM9HF32MWW,Past guest,"Feb 14, 2021","Feb 16, 2021",359.70
Discard: Franz,Discard: Franz,HMWJ3TJRYE,Past guest,"Feb 13, 2021","Feb 15, 2021",365.16
Discard: Hansel,Discard: Hansel,HMNSREQA3T,Past guest,"Feb 13, 2021","Feb 15, 2021",359.70
Discard: Heidi,Discard: Heidi,HMY9MRXPHN,Past guest,"Feb 12, 2021","Feb 14, 2021",359.70
Discard: Elsa,Discard: Elsa,HM4NPDZ4ZK,Past guest,"Feb 12, 2021","Feb 14, 2021",359.70
Discard: Anna,Discard: Anna,HMBZMSS8PZ,Past guest,"Feb 12, 2021","Feb 14, 2021",359.70
Discard: Heidi,Discard: Heidi,HM5EZ9ESTZ,Past guest,"Feb 5, 2021","Feb 9, 2021",664.90
Discard: Anna,Discard: Anna,HMDFB9ZC5B,Past guest,"Feb 5, 2021","Feb 7, 2021",359.70
Discard: Franz,Discard: Franz,HM55QJSXAZ,Past guest,"Feb 5, 2021","Feb 7, 2021",365.16
Discard: Elsa,Discard: Elsa,HMKWP3Z4FM,Past guest,"Jan 29, 2021","Jan 31, 2021",359.70
Discard: Heidi,Discard: Heidi,HM8ZBEN829,Past guest,"Jan 22, 2021","Jan 24, 2021",359.70
Discard: Elsa,Discard: Elsa,HMDZ3S222A,Past guest,"Jan 22, 2021","Jan 24, 2021",359.70
Discard: Elsa,Discard: Elsa,HMHY9R3JK8,Past guest,"Jan 17, 2021","Jan 19, 2021",359.70
Discard: Hansel,Discard: Hansel,HM2WHS4D88,Past guest,"Jan 16, 2021","Jan 18, 2021",359.70
Discard: Heidi,Discard: Heidi,HMWNMMBABC,Past guest,"Jan 15, 2021","Jan 18, 2021",512.30
Discard: Elsa,Discard: Elsa,HMSMDN23DH,Past guest,"Jan 15, 2021","Jan 17, 2021",359.70
Discard: Elsa,Discard: Elsa,HMHE3FNKXZ,Past guest,"Jan 8, 2021","Jan 10, 2021",359.70
Discard: Franz,Discard: Franz,HM3YRHMJB9,Past guest,"Jan 1, 2021","Jan 4, 2021",537.54
Discard: Hansel,Discard: Hansel,HMHRW8AE24,Past guest,"Dec 31, 2020","Jan 3, 2021",528.65
Discard: Elsa,Discard: Elsa,HMF98HKZJR,Past guest,"Dec 29, 2020","Jan 2, 2021",686.70
Discard: Franz,Discard: Franz,HMYMPYY5HQ,Past guest,"Dec 24, 2020","Jan 1, 2021","1,218.70"
Discard: Hansel,Discard: Hansel,HM2TAXX2MY,Past guest,"Dec 28, 2020","Dec 31, 2020",528.65
Discard: Heidi,Discard: Heidi,HMFZXMKWPP,Past guest,"Dec 27, 2020","Dec 30, 2020",528.65
Discard: Elsa,Discard: Elsa,HMKHNKXC95,Past guest,"Dec 24, 2020","Dec 28, 2020",686.70
Discard: Heidi,Discard: Heidi,HMMRNWJSJZ,Past guest,"Dec 23, 2020","Dec 27, 2020",686.70
Discard: Heidi,Discard: Heidi,HM8H9Q5YCB,Past guest,"Dec 20, 2020","Dec 23, 2020",528.65
Discard: Hansel,Discard: Hansel,HMX82N4NH3,Past guest,"Dec 18, 2020","Dec 20, 2020",359.70
Discard: Heidi,Discard: Heidi,HMS8WTJ24F,Past guest,"Dec 18, 2020","Dec 20, 2020",359.70
Discard: Heidi,Discard: Heidi,HMRKHDDAXJ,Past guest,"Dec 11, 2020","Dec 13, 2020",359.70
Discard: Anna,Discard: Anna,HM9QP8C522,Past guest,"Dec 11, 2020","Dec 13, 2020",359.70
Discard: Anna,Discard: Anna,HM4Y2PTEW9,Past guest,"Dec 3, 2020","Dec 6, 2020",512.30
Discard: Heidi,Discard: Heidi,HMZ2J2BM94,Past guest,"Dec 4, 2020","Dec 6, 2020",359.70
Discard: Franz,Discard: Franz,HMR9BSSQFN,Past guest,"Dec 3, 2020","Dec 6, 2020",522.24
Discard: Elsa,Discard: Elsa,HMJBEQ8YAP,Past guest,"Dec 4, 2020","Dec 6, 2020",359.70
Discard: Elsa,Discard: Elsa,HMNQPMMTAK,Past guest,"Nov 29, 2020","Dec 2, 2020",517.75
Discard: Anna,Discard: Anna,HMH5JY3F22,Past guest,"Nov 27, 2020","Dec 1, 2020",681.25
Discard: Elsa,Discard: Elsa,HMNZWKXEXS,Past guest,"Nov 21, 2020","Nov 25, 2020",675.80
Discard: Hansel,Discard: Hansel,HMCB2ESE8K,Past guest,"Nov 18, 2020","Nov 23, 2020",801.15
Discard: Franz,Discard: Franz,HMS8HB83A5,Past guest,"Nov 20, 2020","Nov 22, 2020",365.16
Discard: Franz,Discard: Franz,HMSPSW8W23,Past guest,"Nov 13, 2020","Nov 15, 2020",365.16
Discard: Elsa,Discard: Elsa,HMQ9ZFE49D,Past guest,"Nov 11, 2020","Nov 14, 2020",495.95
Discard: Elsa,Discard: Elsa,HMQDNM8K5E,Past guest,"Nov 7, 2020","Nov 10, 2020",495.95
Discard: Anna,Discard: Anna,HM5PDSQK2B,Past guest,"Nov 7, 2020","Nov 9, 2020",348.80
Discard: Hansel,Discard: Hansel,HM5MHFKZZC,Past guest,"Nov 6, 2020","Nov 8, 2020",348.80
Discard: Elsa,Discard: Elsa,HM4A2X3X3B,Past guest,"Nov 2, 2020","Nov 7, 2020",790.25
Discard: Anna,Discard: Anna,HM332RDTH5,Past guest,"Nov 1, 2020","Nov 7, 2020",937.40
Discard: Franz,Discard: Franz,HMQESTDFRC,Past guest,"Oct 29, 2020","Oct 31, 2020",375.36
Discard: Elsa,Discard: Elsa,HMND3KJ5NJ,Past guest,"Oct 25, 2020","Oct 28, 2020",528.65
Discard: Anna,Discard: Anna,HMH3WZKFC4,Past guest,"Oct 22, 2020","Oct 25, 2020",528.65
Discard: Heidi,Discard: Heidi,HMRYTDZJZX,Past guest,"Oct 22, 2020","Oct 25, 2020",528.65
Discard: Anna,Discard: Anna,HMDX4KJCXN,Past guest,"Oct 15, 2020","Oct 18, 2020",528.65
Discard: Franz,Discard: Franz,HM3XBZNB9P,Past guest,"Oct 10, 2020","Oct 13, 2020",537.54
Discard: Hansel,Discard: Hansel,HMR93XPWKF,Past guest,"Oct 9, 2020","Oct 12, 2020",528.65
Discard: Franz,Discard: Franz,HMY5NKCS98,Past guest,"Oct 6, 2020","Oct 10, 2020",699.72
Discard: Heidi,Discard: Heidi,HMXTR23ZBX,Past guest,"Oct 4, 2020","Oct 10, 2020","1,002.80"
